item_number,accno,date,quantity,retail,cost,gross
JL-L01-SV,MSB010,23/06/2025,-134,-1265,-1407,142
JL-L01-SV,UBMM01,24/10/2023,160,1630,1680,-50
JL-L01-SV,TB0100,30/01/2024,170,1571,1785,-214
JL-L01-SV,TB0100,26/02/2024,33,305,347,-41
JL-L01-SV,TG0100,04/03/2024,165,1647,1733,-86
JL-L01-SV,FP0200,08/03/2024,200,1932,2100,-168
JL-L01-SV,TG0100,13/03/2024,50,499,525,-26
JL-L01-SV,UBMM01,11/04/2024,30,306,315,-9
JL-L01-SV,FP0200,12/04/2024,200,1932,2100,-168
JL-L01-SV,TE0300,14/05/2024,50,447,525,-79
JL-L01-SV,FP0200,20/05/2024,200,1932,2100,-168
JL-L01-SV,TT0700,31/05/2024,1,10,11,-1
JL-L01-SV,TA0100,21/06/2024,50,473,525,-53
JL-L01-SV,MS0200,25/06/2024,23,234,242,-7
JL-L01-SV,TT0700,14/08/2024,20,193,210,-17
JL-L01-SV,JAM010,14/08/2024,200,1786,2100,-314
JL-L01-SV,FP0200,20/08/2024,200,1848,2100,-252
JL-L01-SV,UBMM01,20/08/2024,50,489,525,-37
JL-L01-SV,MTP010,23/08/2024,300,3153,3150,3
JL-L01-SV,TG0100,28/08/2024,15,150,158,-8
JL-L01-SV,TG0100,11/09/2024,30,299,315,-16
JL-L01-SV,MSB010,17/09/2024,80,756,840,-84
JL-L01-SV,SHA010,22/10/2024,480,5040,5040,0
JL-L01-SV,UBMM01,24/10/2024,120,1172,1260,-88
JL-L01-SV,UBMM01,11/11/2024,80,782,840,-58
JL-L01-SV,SHA010,14/11/2024,3,32,32,0
JL-L01-SV,TG0100,14/02/2025,50,499,525,-26
JL-L01-SV,FP0200,18/02/2025,200,1850,2100,-250
JL-L01-SV,UBMM01,03/04/2025,50,489,525,-37
JL-L01-SV,TG0100,11/04/2025,40,399,420,-21
JL-L01-SV,FP0200,15/05/2025,150,1386,1575,-189
JL-L01-SV,MS0200,19/05/2025,23,234,242,-7
JL-L01-SV,TG0100,10/06/2025,60,599,630,-31
JL-L01-SV,MSB010,23/06/2025,134,1265,1407,-142
JL-L01-SV,TG0100,25/06/2025,100,998,1050,-52
JL-L01-SV,FP0200,04/07/2025,100,924,1050,-126
JL-L01-SV,TG0100,29/07/2025,50,499,525,-26
JL-L01-SV,TC0700,30/07/2025,40,357,420,-63
JL-L01-SV,TG0100,01/08/2025,25,250,263,-13
JL-L01-SV,FP0200,05/08/2025,300,2775,3150,-375
JL-L01-SV,TG0100,13/08/2025,90,898,945,-47
JL-L01-SV,UBMM01,18/09/2025,20,195,210,-15
JL-L01-SV,E04000,10/10/2025,100,945,1050,-105
JL-L01-SV,UBMM01,21/10/2025,160,1563,1680,-117
JL-L01-SV,MSB010,22/10/2025,100,945,1050,-105
JL-LI01-BZ,T01000,07/07/2025,10,80,80,0
JL-MB01-BLK,LYE010,21/08/2024,-1,-18,-16,-2
JL-MB01-BLK,LYE010,21/08/2024,1,18,16,2
JL-MB01-BLK,LYE010,21/08/2024,1,10,16,-6
JL-MB01-G,LYE010,21/08/2024,-1,-18,-16,-2
JL-MB01-G,LYE010,21/08/2024,1,18,16,2
JL-MB01-G,LYE010,21/08/2024,1,10,16,-6
JL-MM01-BZ,UBMM01,18/09/2025,50,507,545,-38
JL-MM01-GD,SHA010,04/09/2025,120,1308,1308,0
JL-MM01-GD,UBMM01,18/09/2025,100,1014,1090,-76
JL-MM01-GD,UBMM01,21/10/2025,100,1014,1090,-76
JL-MM01-GD,UBMM01,21/10/2025,100,1014,1090,-76
JL-MM01-SV,UBMM01,18/09/2025,50,507,545,-38
JL-OF01-SV,FP0200,25/09/2025,100,792,900,-108
JL-QS061-BA,TE0300,29/11/2023,2,197,232,-35
JL-QS061-BA,NT0300,17/01/2024,10,986,1160,-174
JL-QS061-BA,MSB010,20/06/2024,1,108,116,-8
JL-QS061-BA,PRJ010,01/07/2024,1,116,116,0
JL-QS061-BA,NT0300,08/10/2024,10,986,1160,-174
JL-QS061-BA,T06000,22/10/2024,5,522,580,-58
JL-QS061-BA,TE0300,25/11/2024,6,592,696,-104
JL-QS061-BA,TE0300,30/04/2025,3,296,348,-52
JL-QS061-BA,CWMT01,27/05/2025,1,104,116,-12
JL-QS061-BA,NT0300,28/05/2025,10,986,1160,-174
JL-QS061-BB,TE0300,29/11/2023,2,170,200,-30
JL-QS061-BB,NT0300,17/01/2024,10,850,1000,-150
JL-QS061-BB,MSB010,20/06/2024,1,93,100,-7
JL-QS061-BB,PRJ010,01/07/2024,1,100,100,0
JL-QS061-BB,TT0700,20/08/2024,2,180,200,-20
JL-QS061-BB,NT0300,08/10/2024,10,850,1000,-150
JL-QS061-BB,T06000,22/10/2024,5,450,500,-50
JL-QS061-BB,TE0300,25/11/2024,12,1020,1200,-180
JL-QS061-BB,TE0300,30/04/2025,3,255,300,-45
JL-QS061-BB,TE0300,12/05/2025,15,1275,1500,-225
JL-QS061-BB,CWMT01,27/05/2025,1,90,100,-10
JL-QS061-BB,NT0300,28/05/2025,10,850,1000,-150
JL-QS061-BC,TE0300,29/11/2023,2,150,176,-26
JL-QS061-BC,NT0300,17/01/2024,10,748,880,-132
JL-QS061-BC,MSB010,20/06/2024,1,82,88,-6
JL-QS061-BC,PRJ010,01/07/2024,1,88,88,0
JL-QS061-BC,COS010,29/08/2024,2,158,176,-18
JL-QS061-BC,NT0300,08/10/2024,10,748,880,-132
JL-QS061-BC,T06000,22/10/2024,5,396,440,-44
JL-QS061-BC,TB0100,24/10/2024,8,598,704,-106
JL-QS061-BC,JAM010,05/11/2024,96,6758,8448,-1690
JL-QS061-BC,COS010,05/12/2024,2,158,176,-18
JL-QS061-BC,TE0300,30/04/2025,3,224,264,-40
JL-QS061-BC,CWMT01,27/05/2025,1,79,88,-9
JL-QS061-BC,NT0300,28/05/2025,3,224,264,-40
JL-S01-BZ,TT0700,31/10/2023,-3,-30,-33,3
JL-S01-BZ,MSB010,24/11/2023,-70,-732,-770,39
JL-S01-BZ,TT0700,30/10/2023,3,30,33,-3
JL-S01-BZ,MSB010,15/11/2023,20,209,220,-11
JL-S01-BZ,WHC010,24/11/2023,60,580,660,-80
JL-S01-BZ,MSB010,24/11/2023,70,732,770,-39
JL-S01-BZ,TC0700,23/04/2024,30,297,330,-33
JL-S01-BZ,TP0200,25/04/2024,100,1100,1100,0
JL-S01-BZ,TC0700,01/07/2024,55,545,605,-61
JL-S01-BZ,TC0700,16/09/2024,6,56,66,-10
JL-S01-BZ,TA0100,20/09/2024,15,149,165,-16
JL-S01-BZ,TP0200,06/11/2024,200,1980,2200,-220
JL-S01-BZ,CWMT01,06/11/2024,1,10,11,-1
JL-S01-BZ,TC0700,14/01/2025,30,281,330,-49
JL-S01-BZ,TA0100,01/04/2025,60,594,660,-66
JL-S01-BZ,TP0200,16/04/2025,50,495,550,-55
JL-S01-BZ,TC0700,11/07/2025,35,327,385,-58
JL-S01-BZ,TP0200,08/10/2025,50,496,550,-55
JL-S01-GD,TT0700,31/10/2023,-16,-162,-176,14
JL-S01-GD,MSB010,24/11/2023,-70,-732,-770,39
JL-S01-GD,TP0200,10/03/2025,-50,-495,-550,55
JL-S01-GD,WHC010,13/10/2023,50,484,550,-66
JL-S01-GD,TT0700,30/10/2023,16,162,176,-14
JL-S01-GD,TT0700,10/11/2023,20,202,220,-18
JL-S01-GD,TT0700,15/11/2023,15,152,165,-13
JL-S01-GD,MSB010,15/11/2023,20,209,220,-11
JL-S01-GD,SN0200,21/11/2023,10,94,110,-17
JL-S01-GD,PA0400,23/11/2023,200,1980,2200,-220
JL-S01-GD,SN0200,24/11/2023,10,94,110,-17
JL-S01-GD,MSB010,24/11/2023,70,732,770,-39
JL-S01-GD,TP0200,19/01/2024,100,1100,1100,0
JL-S01-GD,LYE010,19/03/2024,5,52,55,-3
JL-S01-GD,TP0200,27/03/2024,10,110,110,0
JL-S01-GD,TP0200,28/03/2024,42,462,462,0
JL-S01-GD,TP0200,05/04/2024,30,330,330,0
JL-S01-GD,TP0200,08/04/2024,20,220,220,0
JL-S01-GD,TP0200,18/04/2024,50,550,550,0
JL-S01-GD,TC0700,23/04/2024,30,297,330,-33
JL-S01-GD,TP0200,25/04/2024,100,1100,1100,0
JL-S01-GD,TP0200,10/05/2024,100,1100,1100,0
JL-S01-GD,TP0200,27/05/2024,100,1100,1100,0
JL-S01-GD,TT0700,31/05/2024,20,202,220,-18
JL-S01-GD,DST010,31/05/2024,5,52,55,-3
JL-S01-GD,TP0200,14/06/2024,50,550,550,0
JL-S01-GD,TC0700,01/07/2024,90,892,990,-98
JL-S01-GD,FDS010,05/07/2024,11,111,121,-10
JL-S01-GD,TP0200,17/07/2024,50,550,550,0
JL-S01-GD,TT0700,22/07/2024,35,354,385,-31
JL-S01-GD,TP0200,06/08/2024,25,275,275,0
JL-S01-GD,TA0100,14/08/2024,65,644,715,-71
JL-S01-GD,COS010,29/08/2024,20,198,220,-22
JL-S01-GD,TP0200,04/09/2024,50,495,550,-55
JL-S01-GD,TP0200,16/09/2024,100,990,1100,-110
JL-S01-GD,TA0100,20/09/2024,15,149,165,-16
JL-S01-GD,TP0200,09/10/2024,100,990,1100,-110
JL-S01-GD,TP0200,17/10/2024,50,495,550,-55
JL-S01-GD,TP0200,30/10/2024,300,2970,3300,-330
JL-S01-GD,CWMT01,06/11/2024,1,10,11,-1
JL-S01-GD,TC0700,29/11/2024,66,617,726,-109
JL-S01-GD,TP0200,13/12/2024,100,990,1100,-110
JL-S01-GD,TC0700,14/01/2025,30,281,330,-50
JL-S01-GD,TP0200,20/02/2025,50,495,550,-55
JL-S01-GD,TP0200,05/03/2025,50,495,550,-55
JL-S01-GD,TT0700,07/03/2025,80,792,880,-88
JL-S01-GD,TP0200,10/03/2025,50,495,550,-55
JL-S01-GD,TP0200,10/03/2025,50,495,550,-55
JL-S01-GD,TA0100,01/04/2025,60,594,660,-66
JL-S01-GD,TP0200,16/04/2025,100,990,1100,-110
JL-S01-GD,TP0200,23/05/2025,100,990,1100,-110
JL-S01-GD,TP0200,12/06/2025,100,990,1100,-110
JL-S01-GD,TC0700,11/07/2025,85,795,935,-140
JL-S01-GD,TP0200,31/07/2025,50,495,550,-55
JL-S01-GD,MSB010,01/08/2025,15,149,165,-16
JL-S01-GD,TP0200,22/08/2025,100,991,1100,-109
JL-S01-GD,TA0100,22/09/2025,50,495,550,-55
JL-S01-GD,TC0700,01/10/2025,200,1870,2200,-330
JL-S01-GD,TP0200,08/10/2025,200,1980,2200,-220
JL-S01-GD,TC0700,08/10/2025,40,374,440,-66
JL-S01-SV,TT0700,31/10/2023,-3,-30,-33,3
JL-S01-SV,MSB010,24/11/2023,-70,-732,-770,38
JL-S01-SV,TP0200,05/09/2024,-40,-396,-440,44
JL-S01-SV,TP0200,05/09/2024,-1,-10,-11,1
JL-S01-SV,TP0200,10/03/2025,-50,-495,-550,55
JL-S01-SV,TT0700,30/10/2023,3,30,33,-3
JL-S01-SV,TT0700,10/11/2023,20,202,220,-18
JL-S01-SV,MSB010,15/11/2023,20,209,220,-11
JL-S01-SV,PA0400,23/11/2023,200,1982,2200,-218
JL-S01-SV,SN0200,24/11/2023,20,187,220,-33
JL-S01-SV,MSB010,24/11/2023,70,732,770,-38
JL-S01-SV,LYE010,01/12/2023,20,209,220,-11
JL-S01-SV,TP0200,19/01/2024,50,550,550,0
JL-S01-SV,LYE010,19/03/2024,25,261,275,-14
JL-S01-SV,TP0200,28/03/2024,28,308,308,0
JL-S01-SV,TP0200,10/04/2024,40,440,440,0
JL-S01-SV,TP0200,19/04/2024,18,198,198,0
JL-S01-SV,TP0200,19/04/2024,32,352,352,0
JL-S01-SV,TC0700,23/04/2024,30,297,330,-33
JL-S01-SV,TP0200,25/04/2024,100,1100,1100,0
JL-S01-SV,TP0200,10/05/2024,100,1100,1100,0
JL-S01-SV,TP0200,27/05/2024,50,550,550,0
JL-S01-SV,TT0700,31/05/2024,20,202,220,-18
JL-S01-SV,TC0700,01/07/2024,55,545,605,-60
JL-S01-SV,TT0700,22/07/2024,35,354,385,-31
JL-S01-SV,TP0200,06/08/2024,3,33,33,0
JL-S01-SV,TA0100,14/08/2024,65,644,715,-71
JL-S01-SV,TP0200,05/09/2024,40,396,440,-44
JL-S01-SV,TP0200,05/09/2024,1,10,11,-1
JL-S01-SV,TP0200,05/09/2024,40,396,440,-44
JL-S01-SV,TP0200,16/09/2024,100,990,1100,-110
JL-S01-SV,TA0100,20/09/2024,15,149,165,-17
JL-S01-SV,TP0200,17/10/2024,50,495,550,-55
JL-S01-SV,TP0200,30/10/2024,35,347,385,-39
JL-S01-SV,TC0700,14/01/2025,30,281,330,-50
JL-S01-SV,TP0200,20/02/2025,50,495,550,-55
JL-S01-SV,TP0200,10/03/2025,50,495,550,-55
JL-S01-SV,TP0200,10/03/2025,50,495,550,-55
JL-S01-SV,TA0100,01/04/2025,60,595,660,-65
JL-S01-SV,TP0200,16/04/2025,50,495,550,-55
JL-S01-SV,TP0200,23/05/2025,55,545,605,-61
JL-S01-SV,TP0200,12/06/2025,100,990,1100,-110
JL-S01-SV,TC0700,11/07/2025,35,327,385,-58
JL-S01-SV,TP0200,31/07/2025,50,495,550,-55
JL-S01-SV,MSB010,01/08/2025,15,149,165,-16
JL-S01-SV,TP0200,22/08/2025,44,436,484,-48
JL-S02-SV,COS010,12/10/2023,50,420,600,-180
JL-S02-SV,TP0200,08/10/2025,100,1080,1200,-120
JL-SB01-BZ,FP0200,29/11/2024,100,766,870,-104
JL-SB01-GD,PA0400,11/06/2024,50,392,435,-44
JL-SB01-GD,NT0300,23/10/2024,400,2960,3480,-520
JL-SB01-GD,MSB010,23/10/2024,30,235,261,-26
JL-SB01-GD,TD0100,20/11/2024,50,413,435,-22
JL-SB01-GD,MSB010,25/11/2024,100,782,870,-88
JL-SB01-GD,FP0200,29/11/2024,200,1532,1740,-208
JL-SB01-GD,TG0100,03/12/2024,100,826,870,-44
JL-SB01-GD,TG0100,15/01/2025,70,578,609,-31
JL-SB01-GD,TG0100,26/03/2025,50,413,435,-22
JL-SB01-GD,TDG020,15/10/2025,1,7,9,-1
JL-SB01-SV,JAM010,14/08/2024,500,3700,4350,-650
JL-SB01-SV,FP0200,29/11/2024,95,728,827,-99
JL-SF01-BZ,TG0100,24/10/2023,10,95,100,-5
JL-SF01-BZ,TG0100,27/11/2023,20,190,200,-10
JL-SF01-BZ,PA0400,28/11/2023,50,450,500,-50
JL-SF01-BZ,PA0400,28/11/2023,150,1350,1500,-150
JL-SF01-BZ,CTR010,30/11/2023,10,100,100,0
JL-SF01-BZ,TG0100,07/02/2024,25,238,250,-13
JL-SF01-BZ,PA0400,16/02/2024,200,1800,2000,-200
JL-SF01-BZ,TG0100,26/02/2024,20,190,200,-10
JL-SF01-BZ,LS0200,15/04/2024,50,200,500,-300
JL-SF01-BZ,TT0700,09/05/2024,10,92,100,-8
JL-SF01-BZ,TG0100,25/06/2024,30,314,330,-17
JL-SF01-BZ,TG0100,13/08/2024,30,314,330,-17
JL-SF01-BZ,JAM010,14/08/2024,100,935,1100,-165
JL-SF01-BZ,T01000,22/08/2024,4,44,44,0
JL-SF01-BZ,TG0100,28/08/2024,30,314,330,-16
JL-SF01-BZ,TG0100,11/09/2024,70,732,770,-38
JL-SF01-BZ,PA0400,13/09/2024,200,1870,2200,-330
JL-SF01-BZ,GDL010,30/09/2024,22,242,242,0
JL-SF01-BZ,TT0700,01/10/2024,28,277,308,-31
JL-SF01-BZ,GDL010,29/10/2024,10,110,110,0
JL-SF01-BZ,TG0100,18/03/2025,15,157,165,-8
JL-SF01-BZ,FP0200,18/08/2025,1000,9680,11000,-1320
JL-SF01-BZ,TG0100,08/09/2025,25,261,275,-14
JL-SF01-BZ,TG0100,16/09/2025,30,314,330,-16
JL-SF01-GD,PA0400,22/11/2023,300,2700,3000,-300
JL-SF01-GD,UBMM01,24/11/2023,50,486,500,-14
JL-SF01-GD,TG0100,27/11/2023,50,476,500,-25
JL-SF01-GD,CTR010,30/11/2023,10,100,100,0
JL-SF01-GD,TG0100,11/12/2023,10,95,100,-5
JL-SF01-GD,FP0200,18/01/2024,200,1840,2000,-160
JL-SF01-GD,TG0100,22/01/2024,50,475,500,-25
JL-SF01-GD,FP0200,25/01/2024,200,1840,2000,-160
JL-SF01-GD,LS0200,06/02/2024,100,951,1000,-49
JL-SF01-GD,TG0100,07/02/2024,50,475,500,-25
JL-SF01-GD,TA0100,12/02/2024,20,180,200,-20
JL-SF01-GD,PA0400,16/02/2024,200,1800,2000,-200
JL-SF01-GD,TG0100,26/02/2024,20,190,200,-10
JL-SF01-GD,UBMM01,04/04/2024,65,631,650,-20
JL-SF01-GD,TG0100,10/04/2024,24,228,240,-12
JL-SF01-GD,LS0200,15/04/2024,50,200,500,-300
JL-SF01-GD,TA0100,08/05/2024,20,180,200,-20
JL-SF01-GD,FP0200,08/05/2024,200,1840,2000,-160
JL-SF01-GD,TT0700,09/05/2024,10,92,100,-8
JL-SF01-GD,PA0400,30/05/2024,93,837,930,-93
JL-SF01-GD,TT0700,21/06/2024,50,506,550,-44
JL-SF01-GD,TG0100,25/06/2024,35,366,385,-19
JL-SF01-GD,TT0700,01/07/2024,120,1214,1320,-106
JL-SF01-GD,PA0400,04/07/2024,200,1980,2200,-220
JL-SF01-GD,TA0100,24/07/2024,20,198,220,-22
JL-SF01-GD,PA0400,05/08/2024,100,990,1100,-110
JL-SF01-GD,CTR010,05/08/2024,30,330,330,0
JL-SF01-GD,TG0100,13/08/2024,70,732,770,-39
JL-SF01-GD,PA0400,16/08/2024,300,2970,3300,-330
JL-SF01-GD,GDL010,16/08/2024,112,1232,1232,0
JL-SF01-GD,TG0100,28/08/2024,30,314,330,-16
JL-SF01-GD,NT0300,10/09/2024,300,2805,3300,-495
JL-SF01-GD,TT0700,11/09/2024,67,663,737,-74
JL-SF01-GD,TG0100,11/09/2024,100,1045,1100,-55
JL-SF01-GD,PA0400,13/09/2024,600,5610,6600,-990
JL-SF01-GD,LS0200,26/09/2024,200,2090,2200,-110
JL-SF01-GD,TT0700,01/10/2024,20,176,220,-44
JL-SF01-GD,TA0100,06/08/2025,30,297,330,-33
JL-SF01-GD,TG0100,08/09/2025,25,261,275,-14
JL-SF01-GD,TG0100,09/09/2025,50,523,550,-28
JL-SF01-GD,TG0100,16/09/2025,60,627,660,-33
JL-SF01-GD,TG0100,10/10/2025,70,732,770,-39
JL-SF01-GD,TG0100,15/10/2025,50,523,550,-28
JL-SF01-GD,GDL010,23/10/2025,200,2200,2200,0
JL-SF01-SV,TG0100,24/10/2023,5,48,50,-3
JL-SF01-SV,TG0100,27/11/2023,50,476,500,-24
JL-SF01-SV,PA0400,28/11/2023,100,900,1000,-100
JL-SF01-SV,PA0400,28/11/2023,100,900,1000,-100
JL-SF01-SV,CTR010,30/11/2023,10,100,100,0
JL-SF01-SV,FP0200,25/01/2024,100,920,1000,-80
JL-SF01-SV,PA0400,05/02/2024,100,900,1000,-100
JL-SF01-SV,TG0100,07/02/2024,25,238,250,-13
JL-SF01-SV,TA0100,12/02/2024,20,180,200,-20
JL-SF01-SV,TG0100,26/02/2024,20,190,200,-10
JL-SF01-SV,TT0700,09/05/2024,10,92,100,-8
JL-SF01-SV,TG0100,25/06/2024,30,314,330,-16
JL-SF01-SV,TT0700,01/07/2024,120,1214,1320,-106
JL-SF01-SV,TG0100,13/08/2024,50,523,550,-27
JL-SF01-SV,JAM010,14/08/2024,100,935,1100,-165
JL-SF01-SV,GDL010,16/08/2024,100,1100,1100,0
JL-SF01-SV,LYE010,22/08/2024,45,455,495,-40
JL-SF01-SV,TG0100,28/08/2024,30,314,330,-17
JL-SF01-SV,TT0700,11/09/2024,33,327,363,-36
JL-SF01-SV,TG0100,11/09/2024,70,732,770,-39
JL-SF01-SV,PA0400,13/09/2024,200,1870,2200,-330
JL-SF01-SV,PA0400,18/09/2024,100,935,1100,-165
JL-SF01-SV,LS0200,26/09/2024,109,1139,1199,-60
JL-SF01-SV,TT0700,01/10/2024,12,119,132,-13
JL-SF01-SV,E04000,08/10/2024,1,10,11,-1
JL-SF01-SV,GDL010,29/10/2024,100,1100,1100,0
JL-SF01-SV,TT0700,17/02/2025,50,495,550,-55
JL-SF01-SV,TG0100,18/03/2025,15,157,165,-8
JL-SF01-SV,TG0100,26/03/2025,50,523,550,-28
JL-SF01-SV,TT0700,01/09/2025,20,198,220,-22
JL-SF01-SV,TG0100,08/09/2025,25,262,275,-14
JL-SF01-SV,TG0100,09/09/2025,50,523,550,-27
JL-SF01-SV,TG0100,16/09/2025,50,523,550,-28
JL-SF01-SV,TG0100,10/10/2025,90,941,990,-50
JL-SGLS01-GD,FDS010,17/10/2023,4,236,256,-20
JL-SGLS01-GD,SN0200,17/10/2025,-70,-3808,-4480,672
JL-SGLS01-GD,TG0100,24/10/2023,2,122,128,-6
JL-SGLS01-GD,SSS010,08/11/2023,37,2250,2368,-118
JL-SGLS01-GD,IT0100,24/11/2023,1,58,64,-6
JL-SGLS01-GD,SSS010,29/11/2023,3,182,192,-10
JL-SGLS01-GD,CTR010,14/12/2023,1,64,64,0
JL-SGLS01-GD,CTR010,12/01/2024,8,512,512,0
JL-SGLS01-GD,TA0100,12/02/2024,11,634,704,-70
JL-SGLS01-GD,TB0100,15/02/2024,21,1183,1344,-161
JL-SGLS01-GD,NT0300,20/02/2024,30,1632,1920,-288
JL-SGLS01-GD,TA0100,09/04/2024,16,922,1024,-102
JL-SGLS01-GD,TD0100,24/05/2024,1,64,64,0
JL-SGLS01-GD,CTR010,14/08/2024,59,3776,3776,0
JL-SGLS01-GD,SN0200,11/09/2024,6,326,384,-58
JL-SGLS01-GD,SN0200,19/09/2024,60,3264,3840,-576
JL-SGLS01-GD,TD0100,02/12/2024,17,1034,1088,-54
JL-SGLS01-GD,TD0100,13/12/2024,1,61,64,-3
JL-SGLS01-GD,TA0100,29/01/2025,2,115,128,-13
JL-SGLS01-GD,TD0100,29/01/2025,80,4864,5120,-256
JL-SGLS01-GD,TD0100,19/06/2025,8,486,512,-26
JL-SGLS01-GD,TD0100,24/06/2025,12,730,768,-38
JL-SGLS01-GD,TB0100,15/07/2025,3,163,192,-29
JL-SGLS01-GD,PA0400,16/09/2025,5,272,320,-48
JL-SGLS01-GD,SN0200,17/10/2025,70,3808,4480,-672
JL-SGLS01-GD,SN0200,17/10/2025,70,3808,4480,-672
JL-SR02-BZ,TG0100,27/11/2023,20,167,176,-9
JL-SR02-BZ,T01000,02/08/2024,170,1496,1496,0
JL-SR02-GD,BB0100,24/04/2025,1,4,9,-5
JL-SR02-GD,TD0100,15/10/2025,75,785,825,-40
JL-SS02-SV,TP0200,12/11/2024,23,3250,3611,-361
JL-T163A,NT0300,29/02/2024,10,1292,1520,-228
JL-T163A,JAM010,14/05/2024,40,5168,6080,-912
JL-T163A,TA0100,21/05/2024,3,410,456,-46
JL-T163A,TD0100,24/05/2024,1,152,152,0
JL-T163A,TE0300,15/08/2024,2,258,304,-46
JL-T163A,TE0300,29/08/2024,15,1938,2280,-342
JL-T163A,JAM010,05/11/2024,80,9728,12160,-2432
JL-T163A,TD0100,11/02/2025,1,144,152,-8
JL-T163A,FP0200,18/02/2025,1,134,152,-18
JL-T163A,CWMT01,27/05/2025,1,137,152,-15
JL-T163A,NT0300,03/06/2025,2,258,304,-46
JL-T163A,TD0100,02/07/2025,1,144,152,-8
JL-T163A,LS0200,20/08/2025,6,866,912,-46
JL-T163A,TE0300,22/10/2025,2,258,304,-46
JL-T163B,NT0300,29/02/2024,10,1156,1360,-204
JL-T163B,JAM010,14/05/2024,50,5780,6800,-1020
JL-T163B,TA0100,21/05/2024,2,245,272,-27
JL-T163B,TD0100,24/05/2024,1,136,136,0
JL-T163B,TE0300,15/08/2024,2,231,272,-41
JL-T163B,TE0300,29/08/2024,15,1734,2040,-306
JL-T163B,JAM010,05/11/2024,100,10880,13600,-2720
JL-T163B,TD0100,20/01/2025,1,129,136,-7
JL-T163B,TD0100,11/02/2025,1,129,136,-7
JL-T163B,CWMT01,27/05/2025,1,122,136,-14
JL-T163B,NT0300,03/06/2025,2,231,272,-41
JL-T163B,NT0300,25/06/2025,3,347,408,-61
JL-T163B,TT0700,02/07/2025,4,490,544,-54
JL-T163B,TD0100,02/07/2025,1,129,136,-7
JL-T163B,FDS010,07/07/2025,3,375,408,-33
JL-T163B,LS0200,20/08/2025,6,775,816,-41
JL-T163B,TE0300,22/10/2025,2,231,272,-41
JL-T163C,PGJ010,07/11/2024,-4,-418,-464,46
JL-T163C,NT0300,29/02/2024,10,986,1160,-174
JL-T163C,JAM010,14/05/2024,60,5916,6960,-1044
JL-T163C,TA0100,21/05/2024,2,209,232,-23
JL-T163C,TA0100,24/05/2024,6,626,696,-70
JL-T163C,TD0100,24/05/2024,1,116,116,0
JL-T163C,TE0300,15/08/2024,2,197,232,-35
JL-T163C,TE0300,29/08/2024,15,1479,1740,-261
JL-T163C,NT0300,23/10/2024,15,1479,1740,-261
JL-T163C,JAM010,05/11/2024,120,11136,13920,-2784
JL-T163C,PGJ010,07/11/2024,4,418,464,-46
JL-T163C,PGJ010,07/11/2024,4,418,464,-46
JL-T163C,MSB010,27/11/2024,1,104,116,-12
JL-T163C,TD0100,20/01/2025,2,220,232,-12
JL-T163C,TD0100,11/02/2025,1,110,116,-6
JL-T163C,CWMT01,27/05/2025,1,104,116,-12
JL-T163C,NT0300,03/06/2025,2,197,232,-35
JL-T163C,TD0100,02/07/2025,1,110,116,-6
JL-T163C,LS0200,20/08/2025,6,661,696,-35
JL-T163C,TE0300,22/10/2025,2,197,232,-35
JL-T163C,TD0100,23/10/2025,2,220,232,-12
JL-T164A,TJ0100,06/05/2024,-2,-289,-304,15
JL-T164A,TC0700,18/10/2023,10,1368,1520,-152
JL-T164A,THE020,23/10/2023,10,1414,1520,-106
JL-T164A,JAM010,24/10/2023,40,5168,6080,-912
JL-T164A,FDS010,06/12/2023,4,559,608,-49
JL-T164A,PGJ010,02/02/2024,30,4104,4560,-456
JL-T164A,TJ0100,30/04/2024,5,722,760,-38
JL-T164A,TJ0100,06/05/2024,2,289,304,-15
JL-T164A,TJ0100,06/05/2024,3,433,456,-23
JL-T164A,TE0300,15/08/2024,2,274,322,-48
JL-T164A,LE0200,06/09/2024,2,322,322,0
JL-T164A,TE0300,09/09/2024,3,411,483,-72
JL-T164A,TE0300,23/10/2024,7,958,1127,-169
JL-T164A,MTP010,06/11/2024,10,1610,1610,0
JL-T164A,TD0100,14/11/2024,4,612,644,-32
JL-T164A,TC0700,28/11/2024,3,411,483,-72
JL-T164A,IC0100,17/02/2025,2,322,322,0
JL-T164A,CWMT01,27/05/2025,1,145,161,-16
JL-T164A,GDL010,20/06/2025,8,1288,1288,0
JL-T164A,IC0100,16/07/2025,2,322,322,0
JL-T164A,LE0200,19/08/2025,1,161,161,0
JL-T164A,TI0200,18/09/2025,10,1449,1610,-161
JL-T164A,NT0300,23/09/2025,5,684,805,-121
JL-T164A,TC0700,08/10/2025,2,274,322,-48
JL-T164A,GDL010,23/10/2025,1,161,161,0
JL-T164B,TC0700,18/10/2023,10,1224,1360,-136
JL-T164B,FDS010,19/10/2023,1,125,136,-11
JL-T164B,THE020,23/10/2023,10,1265,1360,-95
JL-T164B,JAM010,24/10/2023,50,5780,6800,-1020
JL-T164B,LS0200,22/02/2024,6,775,816,-41
JL-T164B,UBMM01,11/03/2024,1,54,136,-82
JL-T164B,TE0300,15/08/2024,2,245,288,-43
JL-T164B,LE0200,06/09/2024,2,288,288,0
JL-T164B,TE0300,09/09/2024,3,367,432,-65
JL-T164B,UBMM01,08/10/2024,2,268,288,-20
JL-T164B,TE0300,23/10/2024,7,857,1008,-151
